40
-1;3;1;1;-1;2;23
-1;3;1;1;1;0;25
-1;3;1;2;1;1;22
-1;3;1;2;-1;0;22
-1;3;1;3;-1;0;21
-1;3;2;3;-1;0;26
-1;3;2;1;1;0;22
1;3;2;2;-1;10;0
-1;3;2;2;-1;0;22
-1;3;2;2;1;0;23
-1;0;2;2;1;3;0
1;0;2;2;1;0;20
1;0;2;3;-1;0;22
1;0;2;3;1;0;22
-1;0;2;3;1;21;0
-1;0;2;2;-1;22;4
-1;0;1;3;1;2;0
-1;0;1;0;1;5;3
-1;0;1;1;1;0;38
-1;0;1;2;1;1;20
1;0;1;2;1;2;21
-1;0;1;3;-1;0;21
1;0;1;3;-1;0;0
1;0;1;0;-1;4;1
1;3;1;0;-1;0;0
-1;3;1;0;-1;3;1
1;3;1;0;1;0;0
1;3;2;0;1;23;0
-1;3;2;0;1;0;22
1;3;2;0;-1;23;0
1;3;1;2;-1;8;0
1;3;1;3;-1;0;0
1;3;1;3;1;7;0
-1;3;1;3;1;0;22
-1;3;1;0;1;0;27
-1;3;2;0;-1;0;22
-1;0;2;1;1;22;1
-1;0;2;1;-1;19;0
1;0;2;2;-1;0;16
1;3;2;2;1;24;0
1;3;2;1;-1;14;0
-1;2;2;0;1;9;0
-1;2;1;0;1;9;0
1;2;1;0;1;0;0
-1;2;1;3;1;0;14
1;2;2;3;1;0;22
1;2;2;1;1;0;15
1;2;1;1;1;0;33
1;2;1;0;-1;0;10
1;2;1;3;-1;0;35
1;2;1;2;-1;0;21
1;2;1;2;1;0;0
-1;2;1;2;1;5;0
1;2;2;2;1;0;24
-1;2;2;2;1;9;0
-1;0;1;0;-1;0;7
-1;0;2;0;-1;0;0
-1;0;2;0;1;10;0
-1;0;1;1;-1;0;1
-1;3;2;1;-1;0;25
-1;2;2;1;-1;21;0
-1;2;2;0;-1;23;0
1;2;2;0;-1;0;22
1;2;2;0;1;0;20
-1;2;2;3;-1;22;0
-1;2;2;2;-1;0;0
1;0;2;1;1;1;22
1;3;2;1;1;22;0
-1;2;2;1;1;1;0
-1;2;1;0;-1;4;3
1;2;2;3;-1;0;23
1;2;2;2;-1;0;30
1;3;2;3;1;0;0
1;3;1;1;-1;0;0
1;2;1;3;1;7;0
-1;2;1;2;-1;0;6
-1;2;1;1;-1;0;21
1;2;2;1;-1;0;22
1;2;1;1;-1;2;0
-1;2;2;3;1;21;2
1;1;2;0;-1;9;0
1;1;2;0;1;17;0
1;1;2;3;-1;0;20
1;1;2;3;1;22;0
-1;1;2;3;1;0;23
-1;1;2;3;-1;0;28
-1;1;2;2;-1;0;21
1;1;2;2;-1;18;0
1;1;2;2;1;21;0
1;1;1;0;1;0;6
1;0;1;3;1;0;32
1;0;1;1;1;0;0
-1;0;1;2;-1;4;0
1;0;1;2;-1;0;20
1;1;1;2;-1;5;0
1;1;1;2;1;0;0
-1;1;2;2;1;1;22
-1;1;1;0;1;1;0
-1;1;1;0;-1;0;30
-1;1;2;0;1;0;23
-1;1;2;0;-1;0;27
-1;2;1;1;1;0;0
1;3;2;3;-1;0;0
-1;0;2;3;-1;5;0
1;0;2;1;-1;0;22
1;0;1;1;-1;0;22
1;0;1;0;1;0;15
1;0;2;0;1;0;19
1;3;1;2;1;20;0
1;1;1;0;-1;0;0
1;1;1;3;-1;0;21
-1;3;2;3;1;0;22
-1;1;2;1;-1;0;21
-1;1;1;2;1;0;21
-1;1;1;2;-1;17;0
1;1;1;3;1;0;4
-1;1;1;1;-1;0;19
1;0;2;0;-1;0;13
-1;1;1;1;1;0;21
1;1;2;1;-1;0;0
1;1;1;1;-1;0;0
-1;1;2;1;1;0;20
1;3;1;1;1;0;0
1;1;2;1;1;2;0
-1;1;1;3;1;0;21
-1;1;1;3;-1;0;22
-1;2;1;3;-1;0;0
1;1;1;1;1;0;0
